"COUNTRY","Country","SEX","Gender","EDUCATION_FIELD","Field","EDUCATION_LEV","Education level","MOBILITY","Mobility","YEAR","Year","Value","Flag Codes","Flags"
"SVN","Slovenia","_T","Total","F03","Social sciences, journalism and information","ISCED11_6","Bachelor’s or equivalent level","_T","Total","2019","2019",955,,
"SVN","Slovenia","_T","Total","F03","Social sciences, journalism and information","ISCED11_6","Bachelor’s or equivalent level","_T","Total","2020","2020",998,,
"SVN","Slovenia","_T","Total","F03","Social sciences, journalism and information","ISCED11_6","Bachelor’s or equivalent level","_T","Total","2021","2021",1257,,
"SVN","Slovenia","_T","Total","F03","Social sciences, journalism and information","ISCED11_7","Master’s or equivalent level","_T","Total","2017","2017",624,,
"SVN","Slovenia","_T","Total","F03","Social sciences, journalism and information","ISCED11_7","Master’s or equivalent level","_T","Total","2018","2018",577,,
"SVN","Slovenia","_T","Total","F03","Social sciences, journalism and information","ISCED11_7","Master’s or equivalent level","_T","Total","2019","2019",506,,
"SVN","Slovenia","_T","Total","F03","Social sciences, journalism and information","ISCED11_7","Master’s or equivalent level","_T","Total","2020","2020",496,,
"SVN","Slovenia","_T","Total","F03","Social sciences, journalism and information","ISCED11_7","Master’s or equivalent level","_T","Total","2021","2021",483,,
"SVN","Slovenia","_T","Total","F03","Social sciences, journalism and information","ISCED11_8","Doctoral or equivalent level","_T","Total","2017","2017",23,,
"SVN","Slovenia","_T","Total","F03","Social sciences, journalism and information","ISCED11_8","Doctoral or equivalent level","_T","Total","2018","2018",16,,
"SVN","Slovenia","_T","Total","F03","Social sciences, journalism and information","ISCED11_8","Doctoral or equivalent level","_T","Total","2019","2019",28,,
"SVN","Slovenia","_T","Total","F03","Social sciences, journalism and information","ISCED11_8","Doctoral or equivalent level","_T","Total","2020","2020",20,,
"SVN","Slovenia","_T","Total","F03","Social sciences, journalism and information","ISCED11_8","Doctoral or equivalent level","_T","Total","2021","2021",13,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_35","Upper secondary vocational education","_T","Total","2017","2017",1866,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_35","Upper secondary vocational education","_T","Total","2018","2018",1793,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_35","Upper secondary vocational education","_T","Total","2019","2019",1786,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_35","Upper secondary vocational education","_T","Total","2020","2020",1662,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_35","Upper secondary vocational education","_T","Total","2021","2021",1797,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_45","Post-secondary non-tertiary vocational education","_T","Total","2017","2017",,"m","Missing value; data cannot exist"
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_45","Post-secondary non-tertiary vocational education","_T","Total","2018","2018",,"m","Missing value; data cannot exist"
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_45","Post-secondary non-tertiary vocational education","_T","Total","2019","2019",,"m","Missing value; data cannot exist"
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_45","Post-secondary non-tertiary vocational education","_T","Total","2020","2020",,"m","Missing value; data cannot exist"
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_45","Post-secondary non-tertiary vocational education","_T","Total","2021","2021",,"m","Missing value; data cannot exist"
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_5","Short-cycle tertiary education","_T","Total","2017","2017",399,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_5","Short-cycle tertiary education","_T","Total","2018","2018",376,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_5","Short-cycle tertiary education","_T","Total","2019","2019",342,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_5","Short-cycle tertiary education","_T","Total","2020","2020",314,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_5","Short-cycle tertiary education","_T","Total","2021","2021",357,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_6","Bachelor’s or equivalent level","_T","Total","2017","2017",1705,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_6","Bachelor’s or equivalent level","_T","Total","2018","2018",1743,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_6","Bachelor’s or equivalent level","_T","Total","2019","2019",1428,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_6","Bachelor’s or equivalent level","_T","Total","2020","2020",1476,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_6","Bachelor’s or equivalent level","_T","Total","2021","2021",1627,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_7","Master’s or equivalent level","_T","Total","2017","2017",1195,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_7","Master’s or equivalent level","_T","Total","2018","2018",1245,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_7","Master’s or equivalent level","_T","Total","2019","2019",1117,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_7","Master’s or equivalent level","_T","Total","2020","2020",1121,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_7","Master’s or equivalent level","_T","Total","2021","2021",1194,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_8","Doctoral or equivalent level","_T","Total","2017","2017",49,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_8","Doctoral or equivalent level","_T","Total","2018","2018",52,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_8","Doctoral or equivalent level","_T","Total","2019","2019",47,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_8","Doctoral or equivalent level","_T","Total","2020","2020",46,,
"SVN","Slovenia","_T","Total","F04","Business, administration and law","ISCED11_8","Doctoral or equivalent level","_T","Total","2021","2021",41,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_35","Upper secondary vocational education","_T","Total","2017","2017",108,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_35","Upper secondary vocational education","_T","Total","2018","2018",105,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_35","Upper secondary vocational education","_T","Total","2019","2019",118,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_35","Upper secondary vocational education","_T","Total","2020","2020",86,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_35","Upper secondary vocational education","_T","Total","2021","2021",98,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_45","Post-secondary non-tertiary vocational education","_T","Total","2017","2017",,"m","Missing value; data cannot exist"
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_45","Post-secondary non-tertiary vocational education","_T","Total","2018","2018",,"m","Missing value; data cannot exist"
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_45","Post-secondary non-tertiary vocational education","_T","Total","2019","2019",,"m","Missing value; data cannot exist"
