"COUNTRY","Country","ISC11A","ISCED 2011 A education level","SEX","Gender","AGE","Age","FIELD","Field","MEASURE","Measure","INDICATOR","INDICATOR","YEAR","Reference year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F02","Arts and humanities","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",78.925804,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F02","Arts and humanities","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",75.237663,,
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F02","Arts and humanities","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",77.216194,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F02","Arts and humanities","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",84.329315,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F02","Arts and humanities","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",7.7567778,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F02","Arts and humanities","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"c","Data below the publication limit"
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F02","Arts and humanities","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",6.1283579,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F02","Arts and humanities","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",8.4632521,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F02","Arts and humanities","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",14.437289,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F02","Arts and humanities","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",14.71254,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F02","Arts and humanities","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",7.8738136,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F03","Social sciences, journalism and information","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",84.056175,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F03","Social sciences, journalism and information","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"c","Data below the publication limit"
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F03","Social sciences, journalism and information","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",83.341583,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F03","Social sciences, journalism and information","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",86.832413,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F03","Social sciences, journalism and information","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",6.5763803,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F03","Social sciences, journalism and information","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"c","Data below the publication limit"
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F03","Social sciences, journalism and information","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",5.8708415,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F03","Social sciences, journalism and information","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",7.1621952,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F03","Social sciences, journalism and information","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",10.026849,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F03","Social sciences, journalism and information","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"c","Data below the publication limit"
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F03","Social sciences, journalism and information","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",11.460396,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F03","Social sciences, journalism and information","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",6.4686923,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F04","Business, administration and law","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",85.905312,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F04","Business, administration and law","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",85.164619,,
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F04","Business, administration and law","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",82.670868,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F04","Business, administration and law","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",89.355255,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F04","Business, administration and law","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",5.5328631,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F04","Business, administration and law","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",5.5603929,,
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F04","Business, administration and law","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",5.9455795,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F04","Business, administration and law","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",5.196569,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F04","Business, administration and law","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",9.0632811,,
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F04","Business, administration and law","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",12.103158,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F04","Business, administration and law","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",5.7468166,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F05","Natural sciences, mathematics and statistics","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",87.385681,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F05","Natural sciences, mathematics and statistics","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"c","Data below the publication limit"
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F05","Natural sciences, mathematics and statistics","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",85.959984,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F05","Natural sciences, mathematics and statistics","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",88.143524,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F05","Natural sciences, mathematics and statistics","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",4.0181308,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F05","Natural sciences, mathematics and statistics","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"c","Data below the publication limit"
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F05","Natural sciences, mathematics and statistics","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",4.2236996,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F05","Natural sciences, mathematics and statistics","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",4.7447014,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F05","Natural sciences, mathematics and statistics","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",8.9560566,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F05","Natural sciences, mathematics and statistics","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"c","Data below the publication limit"
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F05","Natural sciences, mathematics and statistics","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",7.466013,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F06","Information communication technologies (ICTs)","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",87.757523,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F06","Information communication technologies (ICTs)","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",82.905228,,
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F06","Information communication technologies (ICTs)","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"c","Data below the publication limit"
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F06","Information communication technologies (ICTs)","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",91.057381,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F06","Information communication technologies (ICTs)","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",4.2683911,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F06","Information communication technologies (ICTs)","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"c","Data below the publication limit"
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F06","Information communication technologies (ICTs)","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"c","Data below the publication limit"
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F06","Information communication technologies (ICTs)","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",3.0697675,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F06","Information communication technologies (ICTs)","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",13.19752,,
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F06","Information communication technologies (ICTs)","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"c","Data below the publication limit"
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F06","Information communication technologies (ICTs)","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",6.0588408,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F07","Engineering, manufacturing & construction","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",88.450523,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F07","Engineering, manufacturing & construction","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",89.300835,,
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F07","Engineering, manufacturing & construction","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",85.832184,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F07","Engineering, manufacturing & construction","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",88.342911,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F07","Engineering, manufacturing & construction","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",3.6387188,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F07","Engineering, manufacturing & construction","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",2.9419966,,
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F07","Engineering, manufacturing & construction","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"c","Data below the publication limit"
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F07","Engineering, manufacturing & construction","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",3.9525692,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F07","Engineering, manufacturing & construction","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",8.2094793,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F07","Engineering, manufacturing & construction","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",7.9923029,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F07","Engineering, manufacturing & construction","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",8.0215788,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F09","Health and welfare","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",86.772461,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F09","Health and welfare","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",84.88623,,
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F09","Health and welfare","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",87.315475,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F09","Health and welfare","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",90.144699,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F09","Health and welfare","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",1.9538929,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F09","Health and welfare","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",2.1481063,,
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F09","Health and welfare","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",1.9342954,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F09","Health and welfare","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",1.6008538,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F09","Health and welfare","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",11.498313,,
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F09","Health and welfare","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",13.250295,,
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F09","Health and welfare","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",10.962275,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F09","Health and welfare","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",8.3887367,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F021","Arts","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F021","Arts","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F021","Arts","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F021","Arts","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F021","Arts","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F021","Arts","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F021","Arts","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F021","Arts","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F021","Arts","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F021","Arts","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F021","Arts","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F021","Arts","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F022","Humanities (except languages)","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F022","Humanities (except languages)","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F022","Humanities (except languages)","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F022","Humanities (except languages)","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F022","Humanities (except languages)","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F022","Humanities (except languages)","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F022","Humanities (except languages)","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F022","Humanities (except languages)","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F022","Humanities (except languages)","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F022","Humanities (except languages)","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F022","Humanities (except languages)","VALUE","Value","NEAC_RATE_INACTIVITY","Inactivity rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F0911T0912","Health (Medical & Dental)","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F0911T0912","Health (Medical & Dental)","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F0911T0912","Health (Medical & Dental)","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F0911T0912","Health (Medical & Dental)","VALUE","Value","NEAC_RATE_EMPLOYMENT","Employment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","F0911T0912","Health (Medical & Dental)","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","F0911T0912","Health (Medical & Dental)","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","F0911T0912","Health (Medical & Dental)","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","F0911T0912","Health (Medical & Dental)","VALUE","Value","NEAC_RATE_UNEMPLOYMENT","Unemployment rate","9999","Latest available year","PC","Percentage","0","Units","2021","2021",,"m","Missing data"
